@relation i2p

@attribute avg_payload_len numeric
@attribute max_payload_len numeric
@attribute fragment_ratio numeric
@attribute entopy_len numeric
@attribute variance numeric
@attribute seq_exist numeric
@attribute isI2P {yes,no}

@data
475.428571,768,0,2.055828,414.871866,1,yes
999.757576,1448,0.833333,1.603128,713.661504,1,yes
1019.603604,1448,0.684685,1.829802,751.084141,1,yes
944,1428,0.757576,1.763161,700.936341,1,yes
592,1448,0,2.245099,532.953198,1,yes
1041,2824,0.527778,2.562616,707.647943,1,yes
995.409836,1448,0.803279,1.686856,709.304396,1,yes
1033.2,1448,0.8375,1.530272,749.824254,1,yes
870.4,1448,0.5,2.248822,680.21813,1,yes
602,1448,0,2.409267,533.188756,1,yes
862,2896,0,2.409267,885.144197,1,yes
588,1448,0,2.5,517.248103,1,yes
588,1448,0,2.324409,526.065977,1,yes
594,1448,0,2.409267,526.722175,1,yes
672,1440,0,2.091917,577.272668,1,yes
588,1400,0,2.324409,522.273762,1,yes
504,1452,0,2.746384,464.534175,1,yes
1028.680851,1448,0.808511,1.617357,745.386278,1,yes
1058.436548,1460,0.761421,1.686791,761.530906,1,yes
592,1440,0,2.29162,524.396796,1,yes
588,1428,0,2.245099,528.159067,1,yes
579.2,1448,0,2.17114,502.570209,1,yes
596,1448,0,2.5,523.54484,1,yes
600,1448,0,2.170951,543.076616,1,yes
600,1460,0,2.101569,546.902551,1,yes
588,1448,0,2.170951,532.924405,1,yes
475.428571,768,0,2.216917,406.115965,1,yes
1025.6,1448,0.933333,1.275519,736.293644,1,yes
568,1440,0,2.641121,497.499525,1,yes
592,1448,0,2.170951,536.223049,1,yes
1054.007782,2144,0.859922,1.476564,761.189596,1,yes
602,1448,0,2.324409,537.718492,1,yes
692.8,1448,0,2.258096,608.962587,1,yes
594,1460,0,1.97559,546.656449,1,yes
600.888889,1440,0,2.320802,514.318281,1,yes
1064.735574,2896,0.824984,1.56038,767.702491,1,yes
588,1440,0,2.070951,532.336261,1,yes
696,1414,0,2.535858,586.403729,1,yes
715.2,1448,0,2.460964,612.768008,1,yes
588,1428,0,2.409267,520.195156,1,yes
588,1448,0,2.324409,526.065977,1,yes
602,1402,0,2.324409,534.153976,1,yes
1015.714286,1460,0,2.277613,764.293977,1,yes
592,1460,0,2.5,521.513694,1,yes
600,1448,0,2.409267,531.725493,1,yes
594,1448,0,2.170951,539.055705,1,yes
615.2,1448,0,2.503998,570.871935,1,yes
1024.933333,1448,0.858333,1.493111,743.922086,1,yes
592,1428,0,2.409267,523.360297,1,yes
475.428571,768,0,2.306891,400.706548,1,yes
600,1448,0,2.101569,546.063733,1,yes
594,1460,0,2.324409,531.930557,1,yes
858,2896,0,2.324409,881.635112,1,yes
668,1448,0,1.784381,600.391539,1,yes
360,768,0,2.409267,321.701725,1,yes
592,1448,0,2.409267,525.105704,1,yes
1027.224806,1402,0.767442,1.679785,742.03549,1,yes
1061.907023,2144,0.576657,1.826614,760.545122,1,yes
3133.838736,30546,0,5.007943,2708.071767,0,no
558.4,1260,0,3.356785,561.347668,0,no
609.708333,1460,0,3.26065,628.801466,0,no
622,1460,0,3.203529,636.765453,0,no
703,1884,0,3.473879,697.270776,0,no
463.352941,1460,0,3.295466,545.420477,0,no
634.355324,2845,0,1.863665,512.024675,0,no
3121.888889,5840,0,2.238921,2400.043427,0,no
3164.41156,30000,0,5.07973,2829.905797,0,no
589.083333,1394,0,2.719628,596.704903,0,no
646.590909,1530,0,3.775831,657.054071,0,no
655.454545,1460,0,3.469064,631.618276,0,no
613.478261,1460,0,3.214439,636.89284,0,no
644.181818,1460,0,3.193363,648.851566,0,no
652.916667,1460,0,2.521225,644.863792,0,no
488.9375,1460,0,2.985228,554.332615,0,no
716.15,1543,0,3.412593,675.864013,0,no
566.28,1394,0,3.315557,568.980569,0,no
619.304348,1460,0,3.214439,640.934919,0,no
601.458333,1460,0,3.490116,596.702178,0,no
593.416667,1460,0,3.308271,619.514047,0,no
622.565217,1460,0,3.287781,628.347686,0,no
649.04666,3216,0,1.873872,523.33308,0,no
461.818182,1044,0,1.887352,387.652341,0,no
964.333333,2374,0,1.35678,999.491245,0,no
964.666667,2376,0,1.35678,1000.099843,0,no
849.666667,1460,0,1.446617,772.942836,0,no
828.5,1460,0,1.672933,795.89313,0,no
846,2113,0,1.35678,883.726917,0,no
964,2373,0,1.35678,999.105811,0,no
1203.25,2920,0,1.970951,1182.429173,0,no
721,1460,0,1.584963,692.548521,0,no
846,2113,0,1.277613,880.203548,0,no
1201.5,2920,0,1.970951,1180.751255,0,no
572.857143,1608,0,1.626681,344.62375,0,no
502.8,1072,0,1.944766,370.685413,0,no
572.692308,1072,0,2.03331,393.938178,0,no
1200,3562,0,2.620952,1159.211354,0,no
1485.2,4380,0,1.854286,1527.751056,0,no
1350.181818,4380,0,1.986188,1325.841137,0,no
1350.181818,4380,0,1.986188,1325.841137,0,no
1350.181818,4380,0,1.986188,1325.841137,0,no
1650,3967,0,1.945172,1582.708639,0,no
1485,2920,0,2.106048,1376.550831,0,no
1485,2920,0,1.999218,1386.31802,0,no
1485,2920,0,1.999218,1386.31802,0,no
1253.857143,1460,0,1.615253,892.238881,0,no
1005,1621,0,1.780672,906.29019,0,no
1063.142857,1460,0,1.773557,887.706625,0,no
1203.066667,1460,0,1.582236,883.707439,0,no
1005.8,1621,0,1.780672,886.599673,0,no
1180,1770,0,1.038921,1130.492939,0,no
1063.714286,1460,0,1.773557,872.373618,0,no
1485.2,4380,0,1.854286,1527.751056,0,no
1485.2,4380,0,1.854286,1527.751056,0,no
1485.2,4380,0,1.854286,1527.751056,0,no
1350.181818,4380,0,2.081542,1323.792545,0,no
1804.6,2963,0,2.133148,1464.682916,0,no
1117.555556,3081,0,1.825394,1066.233688,0,no
631.666667,1516,0,1.548795,650.784404,0,no
1241,2920,0,1.950212,1130.286493,0,no
1804.6,2963,0,2.07839,1484.009779,0,no
1117.555556,3081,0,1.575448,1077.437048,0,no
1241,2920,0,1.950212,1130.286493,0,no
3132.963142,30546,0,5.07187,2805.062737,0,no
611.434783,1394,0,3.176669,616.787022,0,no
598.416667,1460,0,3.356319,625.444863,0,no
714.4,2159,0,3.412593,726.320068,0,no
477.25,1460,0,2.975119,558.350393,0,no
502.466667,1460,0,2.7912,575.02377,0,no
465.352941,1460,0,3.295466,548.847306,0,no
655.97343,3216,0,1.923077,535.402024,0,no
708,1332,0,0.921928,729.449107,0,no
776,2373,0,1.56704,802.32877,0,no
677,1460,0,1.584963,672.148387,0,no
776.571429,2376,0,1.56704,803.08464,0,no
708,1332,0,0.921928,729.449107,0,no
776.571429,2376,0,1.56704,803.08464,0,no
905.333333,2373,0,1.277613,966.208901,0,no
784.5,1460,0,1.672933,779.021357,0,no
1542.333333,4274,0,1.35678,1759.056232,0,no
1159.25,2920,0,1.854751,1168.671965,0,no
926.4,1460,0,1.780672,828.20161,0,no
949.2,2311,0,1.24946,951.708911,0,no
677,1460,0,1.584963,672.148387,0,no
1157.5,2920,0,1.854751,1166.983199,0,no
2125.5,3528,0,1.411205,1931.822472,0,no
2762.851852,4380,0,2.087039,2258.421137,0,no
1703.442561,8205,0,2.600971,1694.868372,0,no
676.792126,3216,0,1.978406,566.959972,0,no
3140.909091,6197,0,2.059039,2650.158827,0,no
355.5,454,0,1.570951,125.299011,0,no
2403.444444,4380,0,1.724756,2096.214718,0,no
394.25413,32200,0,2.814595,1311.131797,0,no
3685.311484,35040,0,2.33739,2882.914069,0,no
1392.570033,2920,0,3.520828,1025.244366,0,no
6324.222319,52560,0,2.715747,5956.75351,0,no
2474.3125,13032,0,2.694797,2520.187398,0,no
2548.871486,13032,0,2.625808,2557.953762,0,no
2339.756757,13032,0,2.689651,2456.199909,0,no
1823.345238,13032,0,2.739718,2023.779113,0,no
2530.469298,13032,0,2.65941,2634.056247,0,no
2345.652361,13032,0,2.63633,2455.432352,0,no
1415.493377,3570,0,3.086399,1116.753985,0,no
769,1332,0,0.921928,772.069801,0,no
497.4,1072,0,1.814014,450.348675,0,no
508.333333,1069,0,1.35678,490.154445,0,no
830,2119,0,1.277613,873.061717,0,no
945.666667,2374,0,1.35678,990.555547,0,no
1583,4274,0,1.35678,1776.513095,0,no
813.428571,2383,0,1.663605,821.927378,0,no
1052.4,2376,0,1.867634,992.654409,0,no
1226.4,2920,0,1.902175,1154.993364,0,no
1308.666667,3962,0,1.650682,1300.653297,0,no
1467.5,2920,0,1.798795,1338.10299,0,no
1013.666667,2574,0,1.277613,1063.341613,0,no
1601.090909,4380,0,1.818924,1585.054162,0,no
1533,4205,0,1.505876,1591.811421,0,no
2140.5,4380,0,2.128085,1882.079037,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1761,4380,0,1.769546,1722.825264,0,no
869.142857,2574,0,1.56704,879.467291,0,no
1013.666667,2574,0,1.35678,1068.436213,0,no
1963,4205,0,1.664498,1910.182029,0,no
1882,3962,0,1.792481,1802.988428,0,no
2140.5,4380,0,2.128085,1882.079037,0,no
1226.4,2920,0,1.733776,1165.102772,0,no
1533.25,4205,0,1.434549,1587.648398,0,no
1963,4205,0,1.792481,1900.421054,0,no
1472.25,3962,0,1.434549,1513.969259,0,no
1761,4380,0,1.769546,1722.825264,0,no
1308.888889,3962,0,1.670444,1317.970888,0,no
1411.5,2920,0,2.07782,1221.12844,0,no
1013.666667,2574,0,1.207519,1059.114547,0,no
1533,4205,0,1.584963,1596.823096,0,no
1761.2,4380,0,1.692272,1725.565239,0,no
2140.5,4380,0,2.128085,1882.079037,0,no
1308.666667,3962,0,1.733661,1299.983287,0,no
1761,4380,0,1.769546,1722.825264,0,no
1014,2574,0,1.35678,1068.59337,0,no
868.857143,2574,0,1.663605,880.366717,0,no
1399,2574,0,1.251629,1387.611027,0,no
1682.571429,4205,0,2.040224,1582.363707,0,no
1613.142857,3962,0,2.368523,1478.731563,0,no
1902.666667,4380,0,2.160705,1640.613825,0,no
1399,2574,0,1.251629,1387.611027,0,no
1362.666667,4205,0,1.733661,1366.691917,0,no
1682.571429,4205,0,2.040224,1582.363707,0,no
1533.25,4205,0,1.505876,1591.919968,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1882,3962,0,1.921928,1784.955399,0,no
1902.666667,4380,0,2.411602,1543.406886,0,no
1600.909091,4380,0,1.898893,1520.625194,0,no
1308.888889,3962,0,1.752715,1318.666913,0,no
868.857143,2574,0,1.663605,880.366717,0,no
1682.571429,4205,0,2.118078,1523.780239,0,no
1601.090909,4380,0,1.818924,1526.176714,0,no
1533,4205,0,1.584963,1596.823096,0,no
1882,3962,0,1.921928,1784.955399,0,no
1308.666667,3962,0,1.843856,1319.398807,0,no
1712.4,2920,0,2.235926,1257.765951,0,no
1600.909091,4380,0,1.898893,1520.625194,0,no
869.142857,2574,0,1.56704,879.467291,0,no
1013.666667,2574,0,1.35678,1068.436213,0,no
1362.666667,4205,0,1.733661,1366.691917,0,no
1472.25,2920,0,2.355389,1188.494913,0,no
1226.6,2920,0,1.692272,1172.726702,0,no
1472.25,3962,0,1.434549,1513.969259,0,no
1613.142857,3962,0,1.856565,1489.362996,0,no
1761,4380,0,1.769546,1722.825264,0,no
1472.5,3962,0,1.505876,1517.367121,0,no
1712.4,4380,0,2.521641,1415.874762,0,no
1013.666667,2574,0,1.207519,1059.114547,0,no
1761.2,4380,0,1.621641,1727.886433,0,no
1963,4205,0,1.921928,1886.232694,0,no
1533,4205,0,1.505876,1591.811421,0,no
1882,3962,0,1.921928,1784.955399,0,no
1308.666667,3962,0,1.733661,1299.983287,0,no
1902.666667,4380,0,2.411602,1543.406886,0,no
1761,4380,0,1.769546,1722.825264,0,no
760.5,1460,0,1.584963,709.914202,0,no
1399,2574,0,1.251629,1387.611027,0,no
868.857143,2574,0,1.663605,880.366717,0,no
2175.960784,4380,0,2.424075,1629.991044,0,no
1533,4205,0,1.584963,1596.823096,0,no
1308.666667,2745,0,2.03816,973.890813,0,no
1533.25,4205,0,1.434549,1587.648398,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1882,3962,0,1.921928,1784.955399,0,no
1712.4,2920,0,2.235926,1257.765951,0,no
1467.5,4380,0,1.849007,1406.787233,0,no
1178,2920,0,1.814014,1115.345221,0,no
1013.666667,2574,0,1.207519,1059.114547,0,no
1472.25,2920,0,2.251629,1207.880253,0,no
1533,4205,0,1.505876,1591.811421,0,no
1601.090909,4380,0,1.818924,1585.054162,0,no
1613.142857,3962,0,2.118078,1436.868483,0,no
1308.666667,3962,0,1.843856,1319.398807,0,no
1902.666667,4380,0,2.411602,1543.406886,0,no
1600.909091,4380,0,1.898893,1520.625194,0,no
1014,2574,0,1.277613,1063.514748,0,no
868.857143,2574,0,1.48151,878.458927,0,no
1226.6,2920,0,1.814014,1160.511613,0,no
1682.571429,4205,0,1.987773,1551.374535,0,no
1308.888889,3962,0,1.575448,1301.328488,0,no
1882,3962,0,1.921928,1784.955399,0,no
1761.2,4380,0,1.769546,1722.896307,0,no
1902.666667,4380,0,2.411602,1685.247207,0,no
869.142857,2574,0,1.48151,878.611555,0,no
1119.2,2574,0,1.70044,1074.563862,0,no
1682.571429,4205,0,2.199688,1565.038748,0,no
1882,3962,0,1.664498,1815.367901,0,no
2140.5,4380,0,2,1918.547367,0,no
1533,4205,0,1.434549,1587.529737,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1761,4380,0,1.692272,1725.485119,0,no
1399,2574,0,1.251629,1387.611027,0,no
1013.666667,2574,0,1.35678,1068.436213,0,no
1533,4205,0,1.584963,1596.823096,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1761,4380,0,1.769546,1722.825264,0,no
1013.666667,2574,0,1.35678,1068.436213,0,no
1533,4205,0,1.584963,1596.823096,0,no
1533.25,4205,0,1.505876,1591.919968,0,no
1963,4205,0,1.792481,1900.421054,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1600.909091,4380,0,1.898893,1583.84554,0,no
1472.5,3962,0,1.505876,1517.367121,0,no
1613.142857,3962,0,2.040224,1518.34943,0,no
868.857143,2574,0,1.56704,879.326618,0,no
1533,4205,0,1.584963,1596.823096,0,no
1601.090909,4380,0,1.745534,1530.96625,0,no
1472.25,3962,0,1.434549,1513.969259,0,no
1902.666667,4380,0,2.160705,1640.613825,0,no
1761,4380,0,1.769546,1722.825264,0,no
868.857143,2574,0,1.663605,880.366717,0,no
869.142857,2574,0,1.56704,879.467291,0,no
1963,4205,0,1.664498,1910.182029,0,no
1882,3962,0,1.664498,1815.367901,0,no
2140.5,4380,0,2.251629,1831.179426,0,no
1533,4205,0,1.584963,1596.823096,0,no
1472.25,2920,0,2.07782,1270.375325,0,no
1533.25,4205,0,1.505876,1591.919968,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1613.142857,3962,0,2.118078,1436.868483,0,no
1600.909091,4380,0,1.898893,1583.84554,0,no
1902.666667,4380,0,2.411602,1543.406886,0,no
1308.888889,3962,0,1.650682,1300.745099,0,no
1013.666667,2574,0,1.35678,1068.436213,0,no
1226.4,2920,0,1.854286,1163.808262,0,no
1601.090909,4380,0,1.818924,1526.176714,0,no
1963,4205,0,1.921928,1886.232694,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1761,4380,0,1.769546,1722.825264,0,no
1613.142857,3962,0,2.368523,1478.731563,0,no
2140.5,4380,0,2.251629,1831.179426,0,no
1013.666667,2574,0,1.207519,1059.114547,0,no
869.142857,2574,0,1.56704,879.467291,0,no
1362.666667,4205,0,1.733661,1366.691917,0,no
1682.571429,4205,0,2.368523,1540.456496,0,no
1533.25,4205,0,1.505876,1591.919968,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1613.142857,3962,0,2.118078,1436.868483,0,no
2140.5,4380,0,2.251629,1831.179426,0,no
1600.909091,4380,0,1.898893,1520.625194,0,no
1472.5,3962,0,1.505876,1517.367121,0,no
1013.666667,2574,0,1.35678,1068.436213,0,no
1963,4205,0,1.664498,1910.182029,0,no
1761.2,4380,0,1.692272,1725.565239,0,no
1362.666667,4205,0,1.843856,1374.459335,0,no
1882,3962,0,1.921928,1784.955399,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1712.4,4380,0,2.521641,1415.874762,0,no
1467.5,2920,0,1.871602,1328.714643,0,no
869.142857,2574,0,1.56704,879.467291,0,no
868.857143,2574,0,1.663605,880.366717,0,no
1399,2574,0,1.251629,1387.611027,0,no
1533,4205,0,1.584963,1596.823096,0,no
1533.25,4205,0,1.505876,1591.919968,0,no
1963,4205,0,1.664498,1910.182029,0,no
1177.8,2920,0,1.902175,1110.111617,0,no
1308.888889,3962,0,1.670444,1317.970888,0,no
1600.909091,4380,0,1.898893,1520.625194,0,no
1882,3962,0,1.921928,1784.955399,0,no
1013.666667,2574,0,1.35678,1068.436213,0,no
1761.2,4380,0,1.692272,1725.565239,0,no
1362.666667,4205,0,1.733661,1366.691917,0,no
2140.5,4380,0,2.128085,1882.079037,0,no
1472.25,3962,0,1.434549,1513.969259,0,no
1600.909091,4380,0,1.898893,1520.625194,0,no
1014,2574,0,1.35678,1068.59337,0,no
760.25,1460,0,1.505876,713.959176,0,no
1119.2,2574,0,1.867634,1065.412251,0,no
1963,4205,0,1.664498,1910.182029,0,no
1613.142857,3962,0,2.199688,1501.968989,0,no
2140.5,4380,0,2,1918.547367,0,no
305.75,332,0,1.236641,271.384603,0,no
1362.666667,4205,0,1.843856,1374.459335,0,no
1226.6,2920,0,1.733776,1165.189782,0,no
1963,4205,0,1.792481,1900.421054,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1472.5,3962,0,1.505876,1517.367121,0,no
1600.909091,4380,0,1.898893,1520.625194,0,no
1882,3962,0,1.792481,1802.988428,0,no
1013.666667,2574,0,1.35678,1068.436213,0,no
1467.666667,4380,0,1.923795,1402.836246,0,no
1533,4205,0,1.584963,1596.823096,0,no
1902.666667,4380,0,2.289246,1717.992572,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1600.909091,4380,0,1.898893,1583.84554,0,no
869.142857,2574,0,1.56704,879.467291,0,no
868.857143,2574,0,1.48151,878.458927,0,no
1963,4205,0,1.792481,1900.421054,0,no
1882,3962,0,1.792481,1802.988428,0,no
1902.666667,4380,0,2.289246,1599.67717,0,no
1399,2574,0,1.370951,1385.067427,0,no
2231.219799,4380,0,2.432457,1636.471546,0,no
322.8,1049,0,1.439254,349.572138,0,no
1533,4205,0,1.584963,1596.823096,0,no
1533.25,4205,0,1.434549,1587.648398,0,no
1963,4205,0,1.664498,1910.182029,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1761,4380,0,1.769546,1722.825264,0,no
1308.888889,3962,0,1.650682,1300.745099,0,no
1882,3962,0,1.921928,1784.955399,0,no
760.25,1460,0,1.672933,704.797248,0,no
1761.2,4380,0,1.692272,1725.565239,0,no
1712.4,2920,0,2.058814,1378.296743,0,no
1533,4205,0,1.584963,1596.823096,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1761,4380,0,1.769546,1722.825264,0,no
1014,2574,0,1.277613,1063.514748,0,no
1013.666667,2574,0,1.35678,1068.436213,0,no
1963,4205,0,1.792481,1900.421054,0,no
1882,3962,0,1.921928,1784.955399,0,no
2140.5,4380,0,2,1918.547367,0,no
1533,4205,0,1.434549,1587.529737,0,no
1362.888889,4205,0,1.843856,1374.53836,0,no
1963,4205,0,1.792481,1900.421054,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1178,2920,0,1.814014,1115.345221,0,no
1761,4380,0,1.769546,1722.825264,0,no
1882,3962,0,1.664498,1815.367901,0,no
760.25,1460,0,1.672933,704.797248,0,no
1467.666667,2920,0,1.798795,1338.161902,0,no
1533,4205,0,1.584963,1596.823096,0,no
2140.5,4380,0,2.128085,1882.079037,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1600.909091,4380,0,1.898893,1520.625194,0,no
869.142857,2574,0,1.663605,880.493076,0,no
763.5,1332,0,0.921928,768.103183,0,no
1119.2,2574,0,1.867634,1065.412251,0,no
583,984,0,0.865857,581.429531,0,no
1963,4205,0,1.921928,1886.232694,0,no
868.857143,2574,0,1.48151,878.458927,0,no
1882,3962,0,1.792481,1802.988428,0,no
763,1332,0,0.921928,767.743736,0,no
1902.666667,4380,0,2.289246,1599.67717,0,no
582.5,984,0,0.865857,581.047395,0,no
763,1332,0,0.921928,767.743736,0,no
582.5,984,0,0.865857,581.047395,0,no
1533.25,4205,0,1.434549,1587.648398,0,no
1472.5,3962,0,1.584963,1521.206072,0,no
763,1332,0,0.921928,767.743736,0,no
582.5,984,0,0.816689,581.1796,0,no
1761.2,4380,0,1.692272,1725.565239,0,no
763,1332,0,0.921928,767.743736,0,no
869.142857,2574,0,1.48151,878.611555,0,no
582.5,984,0,0.816689,581.1796,0,no
1533.25,4205,0,1.434549,1587.648398,0,no
1472.5,3962,0,1.584963,1521.206072,0,no
1761.2,4380,0,1.621641,1727.886433,0,no
1014,2574,0,1.35678,1068.59337,0,no
1533,4205,0,1.584963,1596.823096,0,no
1308.666667,3962,0,1.733661,1299.983287,0,no
1963,4205,0,1.792481,1900.421054,0,no
1761,4380,0,1.769546,1722.825264,0,no
1613.142857,3962,0,2.368523,1478.731563,0,no
868.857143,2574,0,1.48151,878.458927,0,no
1556.727273,2920,0,2.16321,1244.061462,0,no
1226.4,2920,0,1.902175,1154.993364,0,no
1308.666667,3962,0,1.575448,1301.227317,0,no
1600.909091,4380,0,1.745534,1530.890949,0,no
1963,4205,0,1.792481,1900.421054,0,no
868.857143,2574,0,1.663605,880.366717,0,no
1533,4205,0,1.584963,1596.823096,0,no
1882,3962,0,1.921928,1784.955399,0,no
1308.666667,3962,0,1.843856,1319.398807,0,no
1902.666667,4380,0,2.411602,1543.406886,0,no
1600.909091,4380,0,1.898893,1520.625194,0,no
1013.666667,2574,0,1.35678,1068.436213,0,no
1119.2,2574,0,1.70044,1074.563862,0,no
1533,4205,0,1.584963,1596.823096,0,no
1472.25,2745,0,1.918296,1168.788096,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1882,3962,0,1.792481,1802.988428,0,no
1761,4380,0,1.769546,1722.825264,0,no
868.857143,2574,0,1.663605,880.366717,0,no
1902.666667,4380,0,2.411602,1543.406886,0,no
1963,4205,0,1.921928,1886.232694,0,no
1882,3962,0,1.921928,1784.955399,0,no
1712.4,4380,0,2.405639,1458.897871,0,no
1362.666667,4205,0,1.843856,1374.459335,0,no
1362.888889,4205,0,1.650682,1366.473129,0,no
1682.571429,4205,0,1.987773,1551.374535,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1613.142857,3962,0,1.987773,1467.718471,0,no
1472.5,3962,0,1.505876,1517.367121,0,no
1761,4380,0,1.621641,1727.798431,0,no
2140.5,4380,0,2.128085,1882.079037,0,no
868.857143,2574,0,1.663605,880.366717,0,no
1761.2,4380,0,1.692272,1725.565239,0,no
1533,4205,0,1.584963,1596.823096,0,no
1472.25,3962,0,1.434549,1513.969259,0,no
1682.571429,4205,0,1.987773,1551.374535,0,no
1467.5,2920,0,1.871602,1328.714643,0,no
1014,2574,0,1.207519,1059.301,0,no
760.25,1460,0,1.672933,704.797248,0,no
1882,3962,0,1.792481,1802.988428,0,no
2140.5,4380,0,2.251629,1831.179426,0,no
1533,4205,0,1.584963,1596.823096,0,no
1533.25,4205,0,1.505876,1591.919968,0,no
1472.25,2920,0,2.128085,1252.190753,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1308.888889,3962,0,1.843856,1319.478478,0,no
1600.909091,4380,0,1.898893,1520.625194,0,no
1613.142857,3962,0,2.368523,1478.731563,0,no
868.857143,2574,0,1.663605,880.366717,0,no
1467.666667,4380,0,1.849007,1406.850409,0,no
1533,4205,0,1.584963,1596.823096,0,no
1308.666667,3962,0,1.843856,1319.398807,0,no
2140.5,4380,0,2.128085,1882.079037,0,no
1467.5,2920,0,1.871602,1328.714643,0,no
869.142857,2574,0,1.56704,879.467291,0,no
1013.666667,2574,0,1.35678,1068.436213,0,no
1119.2,2574,0,1.70044,1074.563862,0,no
1963,4205,0,1.664498,1910.182029,0,no
1882,3962,0,1.664498,1815.367901,0,no
1902.666667,4380,0,2.289246,1599.67717,0,no
599.333333,730,0,0.380891,589.027599,0,no
1533,4205,0,1.505876,1591.811421,0,no
1362.888889,4205,0,1.650682,1366.473129,0,no
1682.571429,4205,0,2.040224,1582.363707,0,no
1472.25,3962,0,1.434549,1513.969259,0,no
1467.5,2920,0,1.73136,1346.29931,0,no
1472.5,3962,0,1.505876,1517.367121,0,no
1882,3962,0,1.792481,1802.988428,0,no
1013.666667,2574,0,1.35678,1068.436213,0,no
1601.090909,4380,0,1.745534,1530.96625,0,no
1533,4205,0,1.584963,1596.823096,0,no
1472.25,3962,0,1.584963,1521.107984,0,no
1712.4,2920,0,2.155639,1327.411139,0,no
1600.909091,4380,0,1.898893,1520.625194,0,no
1014,2574,0,1.207519,1059.301,0,no
1013.666667,2574,0,1.35678,1068.436213,0,no
1963,4205,0,1.664498,1910.182029,0,no
1882,3962,0,1.921928,1784.955399,0,no
1902.666667,4380,0,2.411602,1543.406886,0,no
430.77027,1452,0,3.040768,408.280298,0,no
430.6,2433,0,2.030639,617.657109,0,no
502.95,3857,0,2.754745,748.397015,0,no
456.117647,1839,0,2.743344,523.719741,0,no
405.076923,1460,0,2.763074,428.244804,0,no
1441.9,4380,0,2.554271,1281.955615,0,no
1679.894737,5840,0,2.403682,1508.073492,0,no
1652.162791,4380,0,2.596424,1475.006934,0,no
1516.947368,4380,0,2.365961,1393.712039,0,no
1263.8,5840,0,2.436453,1325.01041,0,no
1679.052632,5840,0,2.428217,1556.447842,0,no
326.5625,8640,0,3.113922,751.965099,0,no
609.277778,2414,0,2.60909,706.317771,0,no
501.642857,1984,0,2.319903,572.706644,0,no
769,1332,0,0.921928,772.069801,0,no
508.333333,1069,0,1.35678,490.154445,0,no
497.4,1072,0,1.999218,441.654451,0,no
810.571429,2374,0,1.663605,819.110014,0,no
830,2119,0,1.277613,873.061717,0,no
949,2383,0,1.35678,994.183029,0,no
1052.4,2376,0,1.867634,992.654409,0,no
1187.25,2920,0,1.770951,1215.282232,0,no
475.714286,1985,0,2.522394,565.227807,0,no
2335.28547,4380,0,2.328291,1706.254308,0,no
754.333333,1250,0,1.792481,625.326201,0,no
2052.789474,2920,0,2.500704,1570.262116,0,no
2187.286154,2920,0,2.571237,1622.17281,0,no
763,1332,0,0.921928,767.743736,0,no
763,1332,0,0.921928,767.743736,0,no
763.5,1332,0,0.921928,768.103183,0,no
582.5,984,0,0.865857,581.047395,0,no
582.5,984,0,0.816689,581.1796,0,no
583,984,0,0.865857,581.429531,0,no
763,1332,0,0.921928,767.743736,0,no
763,1332,0,0.921928,767.743736,0,no
582.5,984,0,0.865857,581.047395,0,no
582.5,984,0,0.865857,581.047395,0,no
1561.055556,5760,0,2.478481,1642.450846,0,no
395.6,455,0,1.233225,346.45761,0,no
769,1332,0,0.921928,772.069801,0,no
508.333333,1069,0,1.35678,490.154445,0,no
945.666667,2374,0,1.35678,990.555547,0,no
497.4,1072,0,1.902175,446.370365,0,no
830,2119,0,1.35678,877.471607,0,no
1315.5,2376,0,1.370951,1285.901435,0,no
813.428571,2383,0,1.663605,821.927378,0,no
397.5,442,0,1.557728,334.397131,0,no
2289.806557,4380,0,2.275145,1679.949683,0,no
679.434783,3913,0,2.941119,794.183517,0,no
570.5,902,0,0.816689,562.016418,0,no
2320.857143,7120,0,1.413305,2365.02956,0,no
2213.434783,5840,0,2.075239,1659.246383,0,no
410,442,0,1.397693,346.892189,0,no
1211.333333,2297,0,2.093069,1028.883969,0,no
327.75,2641,0,2.99038,457.932531,0,no
405.5,442,0,0.921928,382.696064,0,no
1894.702128,2920,0,2.417364,1541.131612,0,no
