@relation i2p

@attribute avg_payload_len numeric
@attribute max_payload_len numeric
@attribute fragment_ratio numeric
@attribute entopy_len numeric
@attribute variance numeric
@attribute seq_exist numeric
@attribute isI2P {yes,no}

@data
1060.923077,1440,0.605769,1.924908,778.927634,1,yes
598,1448,0,2.245099,538.008468,1,yes
576,1440,0,2.084183,499.157108,1,yes
588,1448,0,2.245099,529.696769,1,yes
978.666667,1448,0.708333,1.884729,712.583867,1,yes
592,1440,0,2.139836,532.332394,1,yes
594,1448,0,2.170951,537.904707,1,yes
594,1460,0,2.5,523.098461,1,yes
972,1402,0.636364,2.010859,709.539287,1,yes
588,1448,0,2.409267,521.951147,1,yes
980.897959,1440,0.591837,1.981945,735.175439,1,yes
947.294118,1448,0.705882,1.841334,714.136961,1,yes
596,1460,0,2.170951,540.501132,1,yes
1093.736486,3200,0.731419,1.754198,781.022269,1,yes
1039.669421,1448,0.512397,1.974685,766.511012,1,yes
1075.944954,2896,0.683486,1.863873,780.914531,1,yes
1022.26087,1448,0.5,2.191742,765.982831,1,yes
1047.542857,1448,0.642857,1.897731,773.637719,1,yes
1005.030928,1402,0.659794,1.987754,720.811072,1,yes
1101.263158,2144,0.513158,2.019413,820.282379,1,yes
592,1448,0,2.245099,532.953198,1,yes
1045.258741,2144,0.755245,1.717486,760.278435,1,yes
598,1448,0,2.245099,538.008468,1,yes
594,1448,0,2.409267,526.722175,1,yes
592,1448,0,2.245099,532.953198,1,yes
592,1448,0,2.245099,532.953198,1,yes
1116.307692,1448,0.435897,2.113692,822.307312,1,yes
592,1448,0,2.245099,532.953198,1,yes
592,1448,0,2.245099,532.953198,1,yes
618,1436,0,2.324409,551.476734,1,yes
594,1400,0,2.245099,531.092585,1,yes
592,1448,0,2.409267,525.105704,1,yes
1106.216867,2896,0.78012,1.675971,811.405457,1,yes
1074.56102,4194,0.856102,1.506604,778.918918,1,yes
1091.815281,4256,0.848866,1.528541,789.996549,1,yes
1010.731707,1428,0.756098,1.763043,730.956837,1,yes
598,1448,0,2.245099,538.008468,1,yes
984.923077,1448,0.615385,1.955041,736.376217,1,yes
592,1448,0,2.324409,529.274754,1,yes
592,1439,0,2.324409,528.531039,1,yes
577.777778,1448,0,2.319241,510.12188,1,yes
987.555556,1440,0.685185,1.844063,738.953596,1,yes
1069.659472,2144,0.769784,1.656673,775.153757,1,yes
592,1448,0,2.245099,532.953198,1,yes
606.222222,1448,0,2.394281,524.36551,1,yes
999.25,1448,0.59375,1.976726,753.212693,1,yes
558.222222,1448,0,1.900863,516.972118,1,yes
1008.290909,2144,0.763636,1.763388,748.244069,1,yes
516.571429,1056,0.142857,1.854081,469.846905,1,yes
921.777778,2896,0,2.343767,904.49806,1,yes
938.5,1056,0.8125,1.571892,703.955555,1,yes
1030.361446,2144,0.722892,1.869328,761.706537,1,yes
598,1448,0,2.245099,538.008468,1,yes
1017.636364,1400,0.75,1.727582,749.428466,1,yes
946.352941,1398,0.588235,2.041204,726.231326,1,yes
592,1448,0,2.245099,532.953198,1,yes
609.777778,1448,0,2.499544,527.028828,1,yes
592,1448,0,2.245099,532.953198,1,yes
600,1448,0,2.409267,531.725493,1,yes
592,1400,0,2.245099,529.418969,1,yes
1052.8,2144,0.717241,1.780502,771.848484,1,yes
895.304348,1398,0.652174,2.053197,660.776498,1,yes
594,1448,0,2.245099,534.61575,1,yes
598,1448,0,2.245099,538.008468,1,yes
592,1448,0,2.245099,532.953198,1,yes
598,1448,0,2.245099,538.008468,1,yes
592,1448,0,2.409267,525.105704,1,yes
594,1440,0,2.213298,530.255876,1,yes
1060.551724,1460,0.474138,2.096173,778.26947,1,yes
1029.405405,1440,0.621622,1.976935,752.558809,1,yes
1087.648029,2144,0.834097,1.556712,780.475346,1,yes
1060.676923,1448,0.646154,1.887288,773.912569,1,yes
592,1448,0,2.245099,532.953198,1,yes
598,1448,0,2.245099,538.008468,1,yes
477.714286,784,0,2.216917,408.504743,1,yes
594,1448,0,2.409267,526.722175,1,yes
592,1448,0,2.245099,532.953198,1,yes
592,1448,0,2.409267,525.105704,1,yes
592,1448,0,2.245099,532.953198,1,yes
1048.683417,1448,0.748744,1.693305,758.536786,1,yes
598,1448,0,2.170951,541.331691,1,yes
475.428571,768,0,1.916642,421.656006,1,yes
1002.971429,2896,0.685714,2.090565,738.469801,1,yes
592,1452,0,2.5,520.727696,1,yes
1001.647059,1448,0.735294,1.758075,737.61075,1,yes
594,1440,0,2.139836,533.996879,1,yes
594,1412,0,2.5,518.625877,1,yes
600,1448,0,2.409267,531.725493,1,yes
1085.419355,1448,0.509677,2.053883,801.565019,1,yes
1075.905512,2144,0.645669,1.973608,763.597585,1,yes
1123.636364,1448,0.490909,2.115904,822.88952,1,yes
475.428571,768,0,2.216917,406.115965,1,yes
475.428571,768,0,2.306891,400.706548,1,yes
970.4,1448,0.683333,1.977216,727.362678,1,yes
1020.586667,1448,0.64,1.937073,758.400243,1,yes
996.459016,1400,0.639344,1.952676,729.598779,1,yes
1024.385542,2144,0.819277,1.613303,749.093676,1,yes
588,1448,0,2.170951,532.924405,1,yes
592,1448,0,2.409267,525.105704,1,yes
592,1448,0,2.409267,525.105704,1,yes
475.428571,768,0,2.216917,406.115965,1,yes
864,1448,0.578947,2.093292,672.323231,1,yes
594,1448,0,2.409267,526.722175,1,yes
980.244898,1440,0.693878,1.889148,717.278425,1,yes
475.428571,768,0,2.216917,406.115965,1,yes
592,1448,0,2.409267,525.105704,1,yes
592,1452,0,2.5,520.727696,1,yes
594,1448,0,2.324409,530.915746,1,yes
590,1460,0,2.5,521.399143,1,yes
951.876923,1448,0.584615,2.115771,727.505134,1,yes
947.121951,1448,0.731707,1.824629,707.472726,1,yes
560,1448,0,2.473851,495.217599,1,yes
990.04878,1448,0.707317,1.852644,740.792231,1,yes
947.294118,1448,0.764706,1.713674,714.937144,1,yes
1090.453988,2896,0.748466,1.789261,814.420828,1,yes
1014.095238,1448,0.666667,1.894144,749.515172,1,yes
978.75,1400,0.65625,1.933678,729.218922,1,yes
623.555556,1428,0,2.319241,542.590815,1,yes
588,1448,0,2.245099,529.696769,1,yes
1031.719298,1400,0.723684,1.701214,746.811938,1,yes
475.428571,768,0,1.795643,427.069004,1,yes
588,1448,0,2.245099,529.696769,1,yes
588,1400,0,2.170951,529.576594,1,yes
1040.963855,1448,0.951807,1.210859,743.809698,1,yes
626,1448,0,2.324409,560.29614,1,yes
1047.696203,2144,0.905063,1.347852,752.241389,1,yes
592,1448,0,2.5,520.340401,1,yes
594,1452,0,2.245099,534.929902,1,yes
592,1448,0,2.170951,536.223049,1,yes
1093.293315,1448,0.620737,1.830757,786.903004,1,yes
588,1448,0,2.245099,529.696769,1,yes
1033.08642,1448,0.771605,1.642038,750.055241,1,yes
608,1448,0,2.499544,525.603991,1,yes
592,1448,0,2.409267,525.105704,1,yes
646.666667,1448,0,2.496479,569.303418,1,yes
979.333333,1448,0.666667,1.924807,728.144601,1,yes
584,1448,0,2.170951,530.755172,1,yes
1032.987654,1448,0.82716,1.561337,737.27661,1,yes
592,1460,0,2.5,521.513694,1,yes
592,1460,0,2.5,521.513694,1,yes
592,1448,0,2.409267,525.105704,1,yes
1034.758621,1448,0.885057,1.414925,745.773426,1,yes
1055.059551,1448,0.604795,1.798754,743.109745,1,yes
475.428571,768,0,2.133387,410.790775,1,yes
602,1448,0,2.409267,533.443765,1,yes
592,1448,0,2.245099,532.953198,1,yes
592,1448,0,2.5,520.340401,1,yes
592,1440,0,2.29162,524.396796,1,yes
592,1448,0,2.170951,536.223049,1,yes
588,1420,0,2.5,514.628669,1,yes
1046.124402,1440,0.763158,1.640781,758.894052,1,yes
1052.730435,2144,0.895652,1.354722,750.934887,1,yes
590,1448,0,2.245099,531.313467,1,yes
1039.84466,1448,0.718447,1.766029,744.928057,1,yes
1097.889794,1448,0.522281,1.96525,785.825359,1,yes
590,1448,0,2.324409,527.658089,1,yes
598,1348,0,2.324409,527.042358,1,yes
862,2896,0,2.245099,882.602591,1,yes
592,1448,0,2.245099,532.953198,1,yes
998.032787,1448,0.704918,1.851937,740.49716,1,yes
616,1448,0,2.409267,544.540173,1,yes
614,1448,0,2.409267,542.971684,1,yes
966.8,1440,0.75,1.776039,721.185003,1,yes
616,1398,0,2.409267,540.496531,1,yes
1025.012658,2144,0.835443,1.573127,753.172295,1,yes
614,1460,0,2.409267,544.025964,1,yes
997.066667,1428,0.566667,2.057732,740.046735,1,yes
1051.733333,2144,0.8,1.698381,763.266505,1,yes
622,1460,0,2.245099,558.842256,1,yes
1098.020202,1448,0.40404,2.110512,814.73239,1,yes
1005.714286,1448,0.653061,1.948273,749.693503,1,yes
974.139535,1428,0.627907,1.9923,723.329556,1,yes
1067.428571,1448,0.5,2.073421,799.019822,1,yes
1054.282927,2144,0.770732,1.654213,765.787972,1,yes
1100.364898,2896,0.639612,1.820122,795.860642,1,yes
600,1448,0,2.409267,533.197899,1,yes
594,1460,0,2.5,523.098461,1,yes
584,1448,0,2.170951,530.755172,1,yes
1108.527506,2896,0.614921,1.872274,809.673562,0,yes
1274.762058,8688,0.45228,2.164361,995.715902,1,yes
588,1448,0,2.170951,532.924405,1,yes
824,1428,0.5,2.102187,669.093715,1,yes
594,1428,0,2.5,520.055382,1,yes
997.079365,1448,0.603175,1.978511,742.482105,1,yes
979.478261,1400,0.782609,1.693665,727.977941,1,yes
618,1448,0,2.409267,548.064093,1,yes
821.6,1448,0.5,2.297602,651.350953,1,yes
592,1460,0,2.409267,526.195781,1,yes
995.147541,1448,0.639344,1.910463,737.214155,1,yes
766.769231,1448,0.461538,2.302683,621.060415,1,yes
598,1448,0,2.245099,538.008468,1,yes
1008,1448,0.675325,1.854041,745.463424,1,yes
592,1448,0,2.409267,525.105704,1,yes
1019.835616,1448,0.630137,1.916893,754.669461,1,yes
588,1448,0,2.245099,529.696769,1,yes
592,1448,0,2.409267,525.105704,1,yes
618,1448,0,2.245099,556.26912,1,yes
475.428571,768,0,2.133387,410.790775,1,yes
1063.708333,2144,0.811198,1.561859,747.98814,1,yes
1022.933333,1448,0.56,2.043105,761.247848,1,yes
1037.364706,1448,0.611765,1.926808,769.372172,1,yes
1104,2144,0.582353,1.959588,807.968739,1,yes
592,1448,0,2.324409,529.274754,1,yes
1036,1448,0.5875,1.954051,772.121848,1,yes
475.428571,768,0,1.404548,442.132618,1,yes
966.47619,1448,0.761905,1.76149,705.772246,1,yes
592,1460,0,2.324409,530.292705,1,yes
995.066667,2144,0.466667,2.59285,685.136428,1,yes
1026.393701,1452,0.787402,1.639388,741.424527,1,yes
590,1448,0,2.324409,527.658089,1,yes
592,1448,0,2.324409,529.274754,1,yes
1037.5,1448,0.59375,2.091388,735.579743,1,yes
598,1448,0,2.324409,534.269815,1,yes
594,1460,0,2.5,523.098461,1,yes
886.857143,1428,0.428571,1.837394,753.821818,1,yes
766.222222,2144,0,2.343767,722.639934,1,yes
594,1428,0,2.5,520.055382,1,yes
1018.612245,1448,0.857143,1.516806,728.131814,1,yes
958.315789,1448,0.736842,1.815662,713.968608,1,yes
1025.898305,1448,0.779661,1.643902,749.965334,1,yes
1064.132388,2144,0.789598,1.648025,777.6515,1,yes
922.857143,1448,0.714286,1.890999,681.789839,1,yes
1072.435334,2896,0.787924,1.566584,771.734602,1,yes
959.111111,1448,0.722222,1.824257,723.233602,1,yes
1022.857143,1448,0.587302,2.016858,750.742454,1,yes
908,1398,0.666667,1.919628,696.039994,1,yes
938.83871,1448,0.741935,1.760588,712.782207,1,yes
986.039216,1440,0.764706,1.727107,732.077891,1,yes
892.896552,1460,0.62069,2.197774,661.405769,1,yes
1396.555387,3168,0.556904,1.982178,1050.248474,1,yes
1033.454545,1400,0.772727,1.665046,752.680794,1,yes
475.428571,768,0,2.306891,400.706548,1,yes
997.079365,1440,0.666667,1.918876,720.505078,1,yes
919.111111,1056,0.777778,1.644496,696.270722,1,yes
528,1056,0.142857,2.216917,463.963217,1,yes
1027.2,1460,0.622222,1.95387,756.602698,1,yes
1062.588235,2144,0.835294,1.560019,770.898729,1,yes
996.129032,1448,0.709677,1.847746,720.913308,1,yes
594,1440,0,2.139836,533.996879,1,yes
1003.71831,1448,0.577465,1.977998,754.970992,1,yes
940.5,1448,0.78125,1.664543,711.468,1,yes
594,1448,0,2.324409,530.915746,1,yes
1127.732788,2144,0.320382,2.062241,837.755369,1,yes
953.333333,1448,0.666667,1.923156,722.712059,1,yes
592,1440,0,2.29162,524.396796,1,yes
1059.568685,2896,0.864845,1.407816,758.767848,1,yes
931.6,1460,0.7,1.98944,686.641984,1,yes
1005.150685,1440,0.60274,2.00983,719.901315,1,yes
594,1460,0,2.5,523.098461,1,yes
905.6,1448,0.6,2.027645,698.714993,1,yes
592,1448,0,2.245099,532.953198,1,yes
1041.042424,1460,0.751515,1.653197,760.286403,1,yes
1007.157895,1400,0.526316,2.014305,756.241823,1,yes
807.466667,1448,0.466667,2.17439,656.671323,1,yes
790.222222,1448,0.111111,2.394281,688.774885,1,yes
973.454545,1448,0.727273,1.815867,725.501543,1,yes
674.285714,1448,0,2.216917,579.802866,1,yes
1007.792208,1448,0.714286,1.815816,724.043452,1,yes
1003.921569,1448,0.666667,1.932508,744.61193,1,yes
594,1448,0,2.324409,530.915746,1,yes
1043.409091,1448,0.596591,1.86754,762.522373,1,yes
486.857143,848,0,2.216917,418.348161,1,yes
594,1448,0,2.409267,526.722175,1,yes
987.2,1448,0.7,1.845698,742.920108,1,yes
594,1398,0,2.409267,522.540668,1,yes
592,1448,0,2.245099,532.953198,1,yes
588,1400,0,2.170951,529.576594,1,yes
594,1448,0,2.409267,526.722175,1,yes
939.5,1448,0.75,1.80507,689.914885,1,yes
592,1460,0,2.324409,530.292705,1,yes
1056.61167,2144,0.754527,1.677384,767.123436,1,yes
598,1448,0,2.245099,538.008468,1,yes
1005.405405,1460,0.554054,2.010056,745.717013,1,yes
600,1440,0,2.070951,542.499479,1,yes
594,1460,0,2.5,523.098461,1,yes
592,1440,0,2.29162,524.396796,1,yes
628,1448,0.125,1.918296,580.168491,1,yes
1067.396567,2112,0.424571,1.865205,788.626589,1,yes
834.823529,1056,0.647059,1.870915,657.185094,1,yes
980.897959,1448,0.489796,2.227512,722.976065,1,yes
1068.137931,1448,0.793103,1.510839,778.813564,0,yes
594,1448,0,2.409267,526.722175,1,yes
1017.239437,1448,0.56338,1.995912,763.350256,1,yes
434,784,0,2.409267,378.518494,1,yes
602,1448,0,2.324409,537.718492,1,yes
1119.1,3168,0.7375,1.853856,823.633806,1,yes
1013.538462,2144,0.634615,2.030725,774.05663,1,yes
965.463415,1460,0.682927,1.95117,718.094217,1,yes
592,1402,0,2.324409,525.652983,1,yes
600,1440,0,2.139836,539.125217,1,yes
598,1448,0,2.324409,534.269815,1,yes
594,1448,0,2.170951,537.904707,1,yes
1038.545455,1448,0.602273,1.961224,767.988362,1,yes
1075.4,2144,0.75,1.833371,786.606656,1,yes
1053.365657,1448,0.862626,1.425055,753.868753,1,yes
1029.906542,1460,0.700935,1.796505,748.247447,1,yes
1071.194748,1440,0.608315,1.844599,785.638921,1,yes
1058.153612,2144,0.863878,1.315072,822.296726,1,yes
1078.416739,2896,0.799477,1.58299,783.85716,1,yes
886.545455,1448,0.545455,2.179376,686.595468,1,yes
518.857143,1056,0.142857,2.216917,455.297227,1,yes
592,1448,0,2.170951,536.223049,1,yes
1057.52648,2144,0.898364,1.324435,753.491245,1,yes
869.6,1448,0.6,2.085475,668.304859,1,yes
598,1452,0,2.5,525.572196,1,yes
588,1400,0,2.101569,532.649979,1,yes
592,1448,0,2.245099,532.953198,1,yes
592,1448,0,2.324409,529.274754,1,yes
907.52,1448,0.52,2.176544,704.056386,1,yes
1065.766234,2144,0.558442,2.023936,796.836319,1,yes
1005.037975,1402,0.544304,2.053379,742.07833,1,yes
594,1448,0,2.245099,534.61575,1,yes
1078.492754,2144,0.84058,1.538102,801.696388,1,yes
475.428571,768,0,2.306891,400.706548,1,yes
1033.263158,2144,0.736842,1.759725,762.158452,1,yes
477.714286,784,0,2.216917,408.504743,1,yes
971.272727,1448,0.704545,1.955097,700.537499,1,yes
860.25,1460,0.541667,2.310698,651.31473,1,yes
995.929825,1448,0.631579,1.846394,754.55681,1,yes
1010.17284,1448,0.555556,1.947753,748.617166,1,yes
1052.204082,1448,0.612245,1.923969,758.781121,1,yes
1048.277603,2144,0.835962,1.538064,758.453393,1,yes
1053.924324,2144,0.648649,1.844011,776.010908,1,yes
588,1460,0,2.036569,539.222721,1,yes
587.2,1448,0,2.389758,503.433205,1,yes
989.714286,1428,0.607143,1.960887,734.819404,1,yes
475.428571,768,0,2.306891,400.706548,1,yes
1034.666667,1448,0.597222,2.008956,764.242557,1,yes
596,1448,0,2.409267,528.364458,1,yes
598,1448,0,2.324409,534.269815,1,yes
1083.076923,2144,0.729604,1.733321,790.933678,1,yes
978.716981,1400,0.754717,1.744026,728.276158,1,yes
760.888889,2144,0,2.272808,721.299344,1,yes
1003.2,1448,0.7,1.827091,744.474627,1,yes
592,1412,0,2.409267,522.028735,1,yes
475.428571,768,0,2.306891,400.706548,1,yes
842,2896,0,2.409267,875.57424,1,yes
874,2856,0,2.245099,886.017181,1,yes
1035.68254,1408,0.68254,1.848053,723.28879,1,yes
588,1440,0,2.006331,535.256948,1,yes
1029.828571,1448,0.942857,1.241948,739.014728,1,yes
1047.412429,1460,0.830508,1.550991,754.526129,1,yes
1041.892473,1448,0.768817,1.684899,739.660485,1,yes
584,1440,0,2.070951,530.164622,1,yes
602,1448,0,2.409267,533.443765,1,yes
590,1448,0,2.409267,523.515282,1,yes
602,1448,0,2.324409,537.718492,1,yes
1050.836248,1448,0.844197,1.460929,746.443818,1,yes
1044.199095,1448,0.886878,1.414916,735.757169,1,yes
600,1440,0,2.139836,539.125217,1,yes
596,1448,0,1.97559,547.639563,1,yes
502.4,1428,0,2.660964,463.289838,1,yes
1064.848,1412,0.78,1.620097,756.963119,1,yes
592,1412,0,2.245099,530.259475,1,yes
1034.292398,1440,0.871345,1.431505,741.245373,1,yes
582.4,1428,0,2.580234,517.583122,1,yes
592,1448,0,2.170951,536.223049,1,yes
1032.84472,1448,0.888199,1.397774,744.091427,1,yes
1048.779944,1452,0.874652,1.416678,748.566078,1,yes
588,1346,0,2.170951,526.335894,1,yes
588,1440,0,2.070951,532.336261,1,yes
614.4,1460,0,2.258096,530.920901,1,yes
588,1460,0,2.324409,527.090125,1,yes
588,1448,0,2.324409,526.065977,1,yes
592,1460,0,2.5,521.513694,1,yes
1033.08642,1448,0.91358,1.332057,745.004865,1,yes
1037.346734,1448,0.904523,1.363258,740.37876,1,yes
1140.045627,2896,0.585551,1.975593,834.408412,1,yes
1023.910615,1440,0.865922,1.479644,739.101691,1,yes
547.555556,1448,0,2.419241,497.24558,1,yes
590,1448,0,2.5,518.780108,1,yes
987.259259,1460,0.62963,1.941489,734.778732,1,yes
578,1448,0,2.409267,514.533041,1,yes
592,1412,0,2.324409,526.402217,1,yes
588,1448,0,2.170951,532.924405,1,yes
590,1448,0,2.245099,531.313467,1,yes
592,1448,0,2.036569,541.782596,1,yes
592,1400,0,2.324409,525.505695,1,yes
1027.826087,2144,0.771739,1.704166,752.858475,1,yes
592,1448,0,2.036569,541.782596,1,yes
578,1448,0,2.409267,514.533041,1,yes
1089.68432,7240,0.641072,1.814393,790.021618,1,yes
972.8,1440,0.733333,1.763731,730.565368,1,yes
979.826087,1460,0.73913,1.790686,728.753172,1,yes
600,1440,0,2.139836,539.125217,1,yes
1041.852632,2144,0.778947,1.70297,768.132739,1,yes
974.962963,1448,0.666667,1.963581,728.590476,1,yes
1051.065868,1448,0.679641,1.763347,744.76433,1,yes
990.328358,1440,0.656716,1.879871,739.620225,1,yes
580.8,1412,0,2.033152,520.846223,1,yes
594,1460,0,2.5,523.098461,1,yes
994.604651,2144,0.744186,1.778162,752.488502,1,yes
477.714286,784,0,2.306891,403.106769,1,yes
1050.885246,1448,0.721311,1.782194,764.378981,1,yes
805.333333,1056,0.6,1.936994,642.30481,1,yes
594,1460,0,2.5,523.098461,1,yes
1094.130841,2144,0.654206,1.929406,804.505607,1,yes
1042.646617,1448,0.808271,1.572629,741.998854,1,yes
1019.118644,1448,0.559322,2.077611,750.971859,1,yes
1077.977099,2896,0.692748,1.759562,761.130003,0,yes
1120.653061,1448,0.561224,1.821321,817.450696,0,yes
1094.700361,2144,0.747292,1.648002,793.796399,0,yes
1147.034483,2112,0.913793,1.206041,850.483374,0,yes
1030.333333,1428,0.645833,1.913811,750.713959,1,yes
978.666667,1460,0.791667,1.694343,718.269265,1,yes
594,1448,0,2.409267,526.722175,1,yes
903.333333,1448,0.5,2.179163,707.70346,1,yes
600,1440,0,2.213298,535.328816,1,yes
592,1448,0,2.324409,529.274754,1,yes
592,1448,0,1.813569,550.125513,1,yes
600,1460,0,1.918296,554.116924,1,yes
592,1460,0,2.5,521.513694,1,yes
592,1448,0,2.245099,532.953198,1,yes
475.428571,768,0,2.055828,414.871866,1,yes
993.898305,1448,0.59322,1.994663,736.474763,1,yes
1445.923258,3168,0.559123,1.904684,1082.236441,1,yes
578,1448,0,2.409267,514.533041,1,yes
590,1448,0,2.245099,531.313467,1,yes
592,1448,0,2.245099,532.953198,1,yes
602,1440,0,2.29162,532.745953,1,yes
771.692308,1440,0.384615,2.228319,633.653078,1,yes
600,1448,0,2.409267,531.725493,1,yes
1048.969697,2144,0.772727,1.728469,779.526764,1,yes
971.809524,1448,0.714286,1.832656,729.169209,1,yes
592,1448,0,2.324409,529.274754,1,yes
600,1448,0,2.409267,531.725493,1,yes
588,1448,0,2.5,517.248103,1,yes
622,1448,0,2.170951,563.592238,1,yes
1019.616438,1440,0.684932,1.840714,753.037944,1,yes
947.294118,1448,0.647059,2.001638,709.154805,1,yes
940.606061,1448,0.575758,2.009569,721.509644,1,yes
632.888889,1056,0.333333,2.117344,545.620245,1,yes
832,1056,0.647059,1.844796,661.440851,1,yes
594,1428,0,2.5,520.055382,1,yes
1035.789474,1448,0.684211,1.871865,765.325231,1,yes
609.333333,1448,0,1.207519,633.325614,0,yes
1069.818182,1448,0.563636,1.974226,787.302353,1,yes
1076.217054,1448,0.488372,2.034701,795.510121,1,yes
940.903226,1428,0.451613,2.243589,724.887268,1,yes
1150.210526,2880,0.453947,2.085925,832.623592,1,yes
1078.00905,2144,0.832579,1.545531,783.217253,1,yes
683.555556,1448,0,2.394281,604.480318,1,yes
911.030303,1448,0.666667,1.960399,695.424616,1,yes
592,1448,0,2.409267,525.105704,1,yes
1348.722892,3168,0.563485,2.144479,985.407597,1,yes
997.333333,1448,0.634921,2.018398,714.580369,1,yes
976.340426,1448,0.702128,1.861455,724.77959,1,yes
594,1448,0,2.036569,543.496616,1,yes
1029.6,1448,0.55,2.053001,768.23805,1,yes
594,1402,0,2.409267,522.854425,1,yes
1080.323857,2804,0.508035,2.058183,754.575918,1,yes
620,1448,0,2.324409,554.359832,1,yes
352,464,0,1.08923,326.035392,1,yes
594,1428,0,2.5,520.055382,1,yes
691.666667,1452,0,2.375815,577.193811,1,yes
1052.404762,1412,0.88244,1.372452,749.07265,1,yes
616,1448,0,2.409267,544.540173,1,yes
1028.682927,1448,0.54878,2.071616,750.651949,1,yes
1072.457588,2144,0.673152,1.753205,779.456907,1,yes
1024.428571,1448,0.6875,1.788697,751.363406,1,yes
1398.957031,4224,0.584941,1.900835,1028.247602,1,yes
1053.988571,2144,0.707302,1.65669,750.432398,1,yes
598,1448,0,2.245099,538.008468,1,yes
475.428571,768,0,2.216917,406.115965,1,yes
588,1440,0,2.139836,529.072144,1,yes
1087.36,2144,0.68,1.868643,802.892284,1,yes
1063.927928,2144,0.752252,1.705601,775.280569,1,yes
1051.5,2144,0.703125,1.814126,777.009456,1,yes
592,1448,0,2.409267,525.105704,1,yes
1608.835854,5792,0.258775,2.50749,1147.709692,0,yes
1087.985185,2144,0.533333,1.947877,782.384607,0,yes
1090.518033,2896,0.778689,1.624779,791.332818,0,yes
590,1448,0,2.245099,531.313467,1,yes
782.222222,2144,0,2.419241,731.670303,1,yes
592,1448,0,2.324409,529.274754,1,yes
598,1448,0,2.245099,538.008468,1,yes
660,1448,0,2.409267,588.191295,1,yes
584,1448,0,1.910894,544.795637,1,yes
1029.494949,1448,0.808081,1.61748,750.3422,1,yes
1064.64455,2144,0.845972,1.481107,767.740604,1,yes
588,1440,0,2.213298,525.400016,1,yes
588,1440,0,2.070951,532.336261,1,yes
596,1343,0,2.324409,525.023809,1,yes
903.333333,1448,0.666667,1.90023,698.964281,1,yes
966.243902,1448,0.707317,1.846434,726.372738,1,yes
720,1056,0.454545,2.096823,595.953894,1,yes
792,1448,0.3,2.287866,677.132329,1,yes
1382.192337,4224,0.407588,2.433343,981.891318,0,yes
592,1448,0,2.245099,532.953198,1,yes
1044.470588,2144,0.742647,1.697767,759.657021,1,yes
804.571429,1460,0.428571,2.349757,641.244161,1,yes
622,1448,0,2.324409,556.317726,1,yes
993.969231,1448,0.676923,1.886047,733.18361,1,yes
978.042553,1448,0.553191,2.063687,742.714431,1,yes
1102.603175,2896,0.671429,1.836597,812.105352,1,yes
961.230769,1460,0.74359,1.790165,719.071634,1,yes
1001.647059,1448,0.661765,1.899015,748.179463,1,yes
1061.196013,1412,0.811185,1.511563,758.487551,1,yes
592,1448,0,2.245099,532.953198,1,yes
997.079365,1460,0.777778,1.709498,726.2212,1,yes
1163.874058,3168,0.825721,1.539858,852.17048,1,yes
1034.666667,1448,0.68,1.868435,770.108881,1,yes
1008.571429,1448,0.589286,1.996968,755.651462,1,yes
594,1460,0,2.5,523.098461,1,yes
1039.090909,2144,0.863636,1.498969,757.83693,1,yes
1079.114823,3168,0.821503,1.533659,781.233578,1,yes
475.428571,768,0,2.133387,410.790775,1,yes
1055.981337,2144,0.85381,1.448669,751.86794,1,yes
1077.433962,2144,0.630189,1.907244,760.777927,1,yes
592,1448,0,2.245099,532.953198,1,yes
1010.2,1448,0.7875,1.694035,732.426453,1,yes
594,1448,0,2.324409,530.915746,1,yes
1053.238356,2144,0.891781,1.371305,753.651901,1,yes
1004,1448,0.558824,2.048251,738.706856,1,yes
932.8,1056,0.8,1.598727,701.984537,1,yes
592,1448,0,2.245099,532.953198,1,yes
1057.394495,2144,0.743119,1.772387,777.737935,1,yes
968,1448,0.6,2.033896,744.160039,1,yes
1073.846154,2856,0.666667,2.129927,781.439056,1,yes
837.647059,1428,0.529412,2.204634,652.924795,1,yes
906.88,1448,0.64,1.962325,703.763756,1,yes
1001.411765,1402,0.676471,1.829498,742.307534,1,yes
518.857143,1056,0.142857,2.50738,437.968346,1,yes
967.854545,1440,0.672727,1.916442,725.786982,1,yes
1058.285714,2144,0.843318,1.536184,759.603711,1,yes
592,1440,0,2.29162,524.396796,1,yes
518.857143,1056,0.142857,2.50738,437.968346,1,yes
1043.145299,1440,0.683761,1.868749,742.149302,1,yes
641.777778,1448,0.111111,2.771782,537.175984,1,yes
618,1448,0,2.245099,556.26912,1,yes
847.111111,1056,0.666667,1.914814,644.431048,1,yes
1025.129412,2144,0.847059,1.551816,745.529636,1,yes
1047.391304,2144,0.858696,1.474215,759.339167,1,yes
1056.989691,2144,0.889175,1.369382,756.806984,1,yes
978.105263,2144,0.736842,1.815662,737.117804,1,yes
590,1448,0,2.5,518.780108,1,yes
518.857143,1056,0.142857,2.50738,437.968346,1,yes
995.147541,1448,0.770492,1.715029,730.348124,1,yes
847.111111,1056,0.666667,1.914814,644.431048,1,yes
598,1448,0,2.245099,538.008468,1,yes
592,1428,0,2.409267,523.360297,1,yes
969.674419,1428,0.767442,1.754237,714.048606,1,yes
1000.533333,1440,0.733333,1.892029,674.160455,1,yes
1049.754217,1440,0.896386,1.342866,750.947233,1,yes
